Cекс по телефону,Анилингус вам (мужчине),Анилингус мне (даме),Бандаж,Виртуальный секс,Госпожа,Золотой дождь вам (мужчине),Золотой дождь мне (даме),Игрушки,Игры,Клизма,Копро вам (мужчине),Куннилингус,Легкая доминация,Легкое подчинение,Лесби откровенное,Лесби-шоу легкое,Массаж классический,Массаж профессиональный,Массаж расслабляющий,Массаж урологический,Массаж эротический,Минет без резинки,Минет в машине,Минет в презервативе,Минет глубокий,Окончание в рот,Окончание на грудь,Окончание на лицо,Порка,Рабыня,Ролевые игры,Секс анальный,Секс групповой,Секс классический,Секс лесбийский,Страпон,Стриптиз не профи,Стриптиз профи,Трамплинг,Услуги семейной паре,Фетиш,Фингеринг,Фистинг анальный мне (даме),Фистинг анальный мужчине,Фистинг классический,Фото/видео съемка,Эскорт,Id
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Comment,Comment,Yes,Comment,No,Comment,No,Yes,Yes,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,308186
No,Comment,No,No,No,No,Comment,No,No,Comment,No,No,Comment,Comment,Comment,No,No,No,No,Yes,Comment,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,Comment,Comment,Comment,Comment,No,Comment,No,No,Comment,257346
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Comment,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,315099
No,No,Yes,No,No,No,Comment,No,Comment,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,Yes,No,Yes,No,Yes,Comment,Comment,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,265831
No,Comment,Comment,Comment,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,Comment,Comment,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Comment,Comment,Comment,No,Yes,No,No,Yes,Comment,Comment,Yes,Yes,Comment,Comment,Comment,Yes,No,Comment,No,No,No,311374
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,73866
No,No,Yes,No,No,No,Comment,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Comment,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Comment,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,303437
No,No,No,No,No,No,No,No,No,Comment,No,No,Yes,Comment,No,No,No,Comment,No,Comment,No,Comment,No,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Comment,No,Comment,262083
Comment,No,Yes,No,No,No,Comment,No,No,No,No,No,Yes,No,Comment,No,No,Yes,No,No,Comment,Comment,Comment,No,Yes,No,Comment,Yes,No,No,No,Comment,Comment,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,No,No,310639
No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,319100
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Yes,Comment,No,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,Comment,No,No,Comment,Comment,Comment,Yes,Comment,No,Yes,Comment,No,No,Comment,No,No,No,No,No,Comment,246519
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Comment,Yes,No,Comment,Yes,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Comment,Yes,Yes,No,Yes,No,Yes,Comment,Yes,No,No,No,Yes,No,Yes,325088
No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,293630
No,Comment,Yes,No,No,Comment,Comment,Comment,Comment,Yes,No,Comment,Comment,Yes,No,No,Comment,No,No,Yes,Comment,Yes,Comment,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Comment,Comment,Comment,Comment,277190
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,323677
No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Comment,Comment,No,Yes,Yes,No,No,Comment,Yes,Comment,No,Yes,Yes,No,Yes,Yes,Yes,No,Comment,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Comment,No,No,No,320046
No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Comment,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,323941
No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,271380
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,321568
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Comment,Comment,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,No,Comment,Yes,No,Yes,No,Yes,No,Comment,Yes,Comment,Comment,No,No,Yes,Comment,Yes,No,No,No,Yes,Yes,No,300754
No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,No,No,Comment,No,No,No,No,No,No,No,318418
Comment,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Comment,Yes,Comment,Comment,Yes,No,Comment,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,307096
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,320499
No,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,No,Comment,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Yes,Comment,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,Comment,Comment,No,Yes,227559
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,311440
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,316361
No,No,No,No,No,Comment,Comment,No,Comment,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Yes,No,No,Comment,Comment,Comment,Comment,Yes,No,Comment,Comment,No,No,No,No,No,No,No,No,Comment,Comment,251971
No,Yes,Yes,Comment,No,No,Yes,No,Yes,Yes,No,No,Yes,Comment,Comment,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,No,Yes,No,Comment,No,No,Comment,No,Yes,No,Yes,No,No,Yes,No,Comment,No,No,No,No,Comment,No,316722
No,No,No,No,No,No,Comment,No,Yes,No,No,No,Comment,Yes,No,No,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Comment,Comment,No,No,311433
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Comment,No,Yes,Yes,No,No,No,No,No,No,Comment,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,308965
No,No,Yes,No,No,No,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Comment,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Comment,No,No,No,No,Comment,No,No,No,No,No,No,298094
No,No,No,No,No,Comment,Comment,No,Comment,Yes,No,No,Yes,Comment,No,No,Comment,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,No,Yes,No,No,Comment,Comment,No,No,No,No,No,Yes,267425
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Comment,No,Comment,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Comment,Comment,No,Yes,Comment,No,No,Yes,No,No,No,No,No,No,No,No,Comment,232980
Comment,No,Comment,No,Comment,Comment,Comment,No,Comment,Comment,Comment,No,Yes,Comment,Comment,No,Comment,Comment,No,Yes,Comment,Yes,No,No,Yes,Yes,No,Yes,No,Comment,No,Comment,Comment,No,Yes,Comment,Comment,Comment,No,Comment,No,Yes,No,No,Comment,No,No,Comment,313230
No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,313579
No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,323878
No,No,Yes,No,Yes,No,Comment,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Comment,No,Yes,Yes,No,Yes,Comment,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,254592
No,Comment,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,No,No,No,Comment,Comment,No,Yes,Yes,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,237672
Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Comment,No,No,No,Yes,No,No,Comment,Comment,No,No,No,Comment,Comment,Yes,No,No,No,No,Comment,Comment,Comment,No,No,No,Comment,Comment,Comment,217592
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,Comment,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,324879
Yes,No,Yes,Yes,No,Yes,Comment,No,Yes,Yes,No,No,Yes,Yes,Comment,Comment,Comment,Yes,Comment,Yes,Yes,Yes,Comment,No,Yes,No,Comment,Yes,Comment,Yes,No,Yes,No,Yes,Yes,Comment,Yes,Yes,No,Comment,No,Yes,No,No,Yes,Comment,Comment,No,280342
Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,No,No,No,Comment,Comment,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,313232
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,298374
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,No,Comment,Yes,No,Yes,No,Yes,No,No,No,Comment,No,Yes,272986
No,No,Yes,No,No,No,No,No,No,Yes,No,No,Comment,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,Yes,No,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,No,No,Comment,Yes,No,No,No,Yes,No,No,316497
Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,238239
No,Comment,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,Comment,Comment,Comment,No,Yes,Comment,Comment,Comment,Comment,Comment,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,Yes,No,Yes,Comment,No,No,No,No,No,No,301990
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,323464
No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,No,No,Comment,No,No,No,No,No,No,No,324637
No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Comment,No,No,No,Yes,No,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,No,324343
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Comment,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,318833
No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,319451
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Comment,Comment,No,No,No,No,No,Yes,No,Comment,Comment,Comment,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Comment,No,Comment,Comment,Comment,Comment,No,No,Comment,No,Comment,319445
No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,324517
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,198234
No,No,Yes,No,No,Comment,Comment,No,No,No,No,No,Yes,Yes,No,Comment,No,No,No,Yes,Comment,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Comment,Yes,Comment,No,No,Yes,No,Comment,Yes,No,No,Comment,Yes,Comment,Yes,322208
No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,270842
No,No,Yes,No,No,No,No,No,Comment,No,No,No,Yes,Comment,Comment,Comment,No,Yes,No,Yes,Comment,Yes,No,No,Yes,No,No,Yes,No,No,No,Comment,No,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Comment,No,No,No,No,No,Comment,322260
No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,322181
No,Comment,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Comment,Comment,Yes,Comment,Comment,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Comment,Yes,No,No,Comment,Comment,Yes,Yes,320974
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,Comment,Comment,No,Comment,Yes,Comment,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,318633
No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,Yes,Yes,Comment,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,255531
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Comment,No,No,No,No,No,Yes,Comment,Comment,Comment,No,Yes,Yes,No,Comment,No,No,Comment,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,311359
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,323166
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,No,No,Comment,No,Yes,No,Yes,No,Comment,Comment,No,Yes,No,Comment,Comment,Comment,No,No,No,No,Comment,Yes,Comment,No,No,No,No,No,No,No,No,No,No,No,No,317694
No,Comment,No,No,No,No,Yes,Comment,No,Yes,No,No,Yes,Yes,No,No,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Comment,Yes,Comment,Comment,No,No,No,No,Yes,No,No,No,Yes,No,No,187075
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Comment,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,298143
No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,No,Yes,No,Yes,Yes,Comment,Yes,Yes,Comment,Comment,Comment,No,No,302384
No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,323752
No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,323293
No,No,Yes,No,No,Yes,Comment,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,No,No,Yes,Comment,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,322428
No,No,No,No,No,No,Comment,No,Comment,No,No,No,Comment,Comment,No,No,No,No,No,Yes,Comment,No,Comment,No,Yes,No,No,Yes,No,No,No,Comment,Comment,Comment,Yes,No,Comment,No,No,No,No,No,No,No,Comment,No,No,No,323497
No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,No,No,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,260315
No,No,No,No,No,No,No,No,Yes,No,Comment,No,Comment,No,Comment,No,No,Yes,No,No,No,No,Comment,Comment,Comment,No,Comment,Comment,Comment,Comment,Comment,No,No,No,Yes,Comment,No,No,No,No,Comment,No,No,No,No,Yes,No,No,308073
No,No,No,No,No,No,No,No,No,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,322347
No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Comment,No,Comment,No,Yes,No,No,Yes,No,No,No,No,Comment,No,Yes,No,Comment,No,No,No,No,No,No,No,No,No,No,No,322350
No,No,No,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Yes,No,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,No,Comment,No,No,No,No,No,Comment,274375
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Comment,No,No,No,314595
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Comment,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,No,No,95689
No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,303941
No,No,No,No,No,No,No,No,Comment,No,No,No,Comment,Comment,No,No,Comment,Yes,No,Yes,No,Yes,Comment,Comment,Yes,Comment,No,Comment,No,No,No,No,No,No,Yes,No,No,Comment,No,No,No,No,No,No,No,No,No,No,308229
No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Comment,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,No,Comment,Yes,No,No,No,Comment,No,Comment,Yes,No,Comment,No,No,No,No,Yes,Yes,No,No,Comment,No,No,312068
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Comment,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,319342
No,Comment,Yes,No,No,No,No,Comment,No,No,No,No,Yes,No,Comment,No,No,No,No,Yes,Yes,No,Comment,Comment,Yes,Yes,Comment,Yes,Yes,No,No,No,Comment,Comment,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Comment,No,No,292153
No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Comment,Comment,Yes,No,Yes,No,Yes,Comment,Yes,No,Yes,Comment,Yes,No,No,No,Yes,Comment,No,Yes,Comment,No,Yes,No,No,Comment,Yes,No,No,No,Yes,No,Yes,305266
No,No,Comment,No,No,Comment,No,No,No,Comment,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Comment,323418
No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,322794
No,Comment,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Comment,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Comment,Comment,Yes,Comment,Yes,No,No,Yes,Comment,Yes,Comment,Yes,Yes,Comment,Comment,Comment,303509
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Yes,Comment,No,No,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Comment,No,Yes,Comment,No,No,Comment,No,Comment,Yes,Comment,Comment,Yes,No,Comment,No,Comment,No,No,No,No,No,Comment,286909
No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Comment,Comment,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,304927
Comment,No,No,No,Comment,No,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Comment,Yes,Comment,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,314246
No,No,No,No,No,No,Comment,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,291650
No,No,Yes,No,No,No,Comment,No,Comment,No,No,No,Yes,Comment,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,No,No,No,No,No,No,No,313334
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,Comment,No,Comment,No,Comment,Yes,Comment,No,Yes,No,No,Comment,Comment,No,No,No,No,Comment,No,311544
No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,312909
No,No,Yes,No,No,Comment,Yes,No,No,No,No,No,Yes,No,No,No,Comment,Yes,No,No,No,No,Comment,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Comment,No,No,No,No,No,No,Comment,306340
No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,155316
