Апартаменты-1 час,Апартаменты-2 часа,Апартаменты-Ночь,Выезд-1 час,Выезд-2 часа,Выезд-Ночь,Id,Комментарий к ценам
5 000 р.,10 000 р.,-,-,15 000 р.,-,193328,
3 000 р.,6 000 р.,-,6 000 р.,15 000 р.,,293378,Контактов в час: до 2.
3 000 р.,6 000 р.,-,,,,310018,Контактов в час: до 2.
6 000 р.,12 000 р.,35 000 р.,-,15 000 р.,-,323663,
2 500 р.,5 000 р.,14 000 р.,,,,324999,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,15 000 р.,314078,Контактов в час: до 2.
7 000 р.,14 000 р.,40 000 р.,15 000 р.,40 000 р.,,309472,Контактов в час: до 2.После 23:00 цена за часик 9000 или 11 000 с мбр (могу отказать без объяснения причины).
6 000 р.,12 000 р.,30 000 р.,10 000 р.,15 000 р.,30 000 р.,313814,Контактов в час: неограничено.
5 000 р.,9 000 р.,25 000 р.,7 000 р.,10 000 р.,25 000 р.,270032,
4 000 р.,7 000 р.,16 000 р.,-,8 000 р.,18 000 р.,323669,Контактов в час: до 2.
25 000 р.,50 000 р.,150 000 р.,50 000 р.,150 000 р.,,253675,"Свидания со мною полностью конфиденциальны. Я умею не только дарить эротическое удовольствие, но и надёжно хранить секреты."
10 000 р.,20 000 р.,65 000 р.,20 000 р.,30 000 р.,65 000 р.,315321,
5 000 р.,9 000 р.,-,-,10 000 р.,-,317505,
,,,3 500 р.,5 000 р.,8 000 р.,318581,
4 000 р.,8 000 р.,30 000 р.,,,,30131,Экспресс встреча - 2500
,,,5 000 р.,8 000 р.,16 000 р.,284182,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,,,,324700,
2 500 р.,5 000 р.,10 000 р.,-,8 000 р.,-,324956,Контактов в час: до 2.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,267506,Контактов в час: неограничено.
3 000 р.,6 000 р.,18 000 р.,-,8 000 р.,20 000 р.,323525,
3 000 р.,6 000 р.,-,10 000 р.,15 000 р.,-,281769,Выезд только гостиницы и квартиры.
3 000 р.,6 000 р.,25 000 р.,-,8 000 р.,25 000 р.,230555,Контактов в час: до 2.
2 000 р.,4 000 р.,-,,,,321778,Контактов в час: до 2.
,,,3 500 р.,5 000 р.,8 000 р.,324815,
1 500 р.,3 000 р.,-,,,,278198,
6 000 р.,10 000 р.,25 000 р.,6 000 р.,10 000 р.,25 000 р.,185453,Контактов в час: до 2.Экспресс:30 мин - 3000
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,20 000 р.,316485,
5 000 р.,10 000 р.,-,6 000 р.,12 000 р.,30 000 р.,221707,Контактов в час: до 2.Выезд на час по моему р-он.
2 000 р.,4 000 р.,20 000 р.,5 000 р.,10 000 р.,20 000 р.,262457,Контактов в час: до 2.
,,,6 000 р.,12 000 р.,-,312548,Контактов в час: до 2.+ такси(туда и обратно)
15 000 р.,-,-,,,,324003,Контактов в час: до 2.
2 000 р.,4 000 р.,16 000 р.,,,,294494,
,,,5 000 р.,9 000 р.,25 000 р.,313152,Контактов в час: неограничено.Есть Апартаменты м Щелковская
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,319040,
3 700 р.,7 000 р.,-,,,,306057,Экспресс-2500
20 000 р.,40 000 р.,80 000 р.,30 000 р.,40 000 р.,80 000 р.,283667,Контактов в час: неограничено.
1 500 р.,3 000 р.,9 000 р.,,,,313583,
3 000 р.,6 000 р.,18 000 р.,-,10 000 р.,25 000 р.,317037,После 9 вечера ночной тариф 4000
3 000 р.,-,-,5 000 р.,6 000 р.,15 000 р.,298102,Контактов в час: неограничено.
5 000 р.,10 000 р.,30 000 р.,-,15 000 р.,35 000 р.,282644,Контактов в час: до 2.
5 000 р.,10 000 р.,25 000 р.,-,11 000 р.,25 000 р.,318894,Контактов в час: неограничено.
4 000 р.,8 000 р.,16 000 р.,5 000 р.,8 000 р.,16 000 р.,324255,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,,,,280949,Контактов в час: до 2.Программа «Экспресс» 1500 руб;
10 000 р.,15 000 р.,50 000 р.,-,15 000 р.,50 000 р.,227044,Контактов в час: неограничено.10000 ВСЁ ВКЛЮЧЕНО Есть вирт!
4 000 р.,8 000 р.,20 000 р.,5 000 р.,10 000 р.,25 000 р.,281738,
10 000 р.,20 000 р.,50 000 р.,12 000 р.,20 000 р.,50 000 р.,323593,Контактов в час: неограничено.
2 500 р.,5 000 р.,-,,,,298345,Контактов в час: до 2.Быстрый минетик. 1000.
2 300 р.,4 600 р.,-,,,,319363,
2 000 р.,3 000 р.,8 000 р.,,,,322121,
3 500 р.,7 000 р.,15 000 р.,-,10 000 р.,20 000 р.,277305,
12 000 р.,25 000 р.,70 000 р.,-,30 000 р.,70 000 р.,314171,
3 000 р.,6 000 р.,15 000 р.,3 000 р.,6 000 р.,15 000 р.,317156,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,319042,
5 000 р.,10 000 р.,25 000 р.,,,,321828,
3 000 р.,6 000 р.,15 000 р.,5 000 р.,10 000 р.,-,322797,Контактов в час: до 2.
4 000 р.,8 000 р.,18 000 р.,8 000 р.,8 000 р.,18 000 р.,323975,Контактов в час: до 2.
2 000 р.,3 000 р.,-,,,,118406,"Контактов в час: до 2.Встречаюсь-не на количество, а на качество, чтобы вам хотелось ко мне вернуться много раз!"
3 000 р.,6 000 р.,-,4 000 р.,8 000 р.,20 000 р.,263210,Контактов в час: неограничено.
2 000 р.,3 100 р.,7 500 р.,6 000 р.,12 000 р.,,249619,Контактов в час: до 2.Все можно обсудить по телефону
5 000 р.,10 000 р.,-,,,,323977,"Контактов в час: до 2.5 т. р. -классика(куни, минет, секм, массаж) 8т. р. все включенно (поцелуи, куни, мбр, анилингус, урологический массаж, секс, окончание в рот) Выезд 2 часа все включено (30т. р. )"
2 500 р.,4 500 р.,9 000 р.,,,,323627,Экспресс программа 30 минут - 1200р.
8 000 р.,15 000 р.,-,30 000 р.,-,,238218,Контактов в час: неограничено.звонить только щедрым мужчинам.
5 000 р.,10 000 р.,-,,,,310683,Контактов в час: до 2.
,,,5 000 р.,7 000 р.,18 000 р.,323554,
5 000 р.,9 000 р.,25 000 р.,6 000 р.,9 000 р.,27 000 р.,320366,Контактов в час: неограничено.Только выезд. Знаю уютные не дорогие отели у метро Выезд в Подмосковье от 2 -3 часов
10 000 р.,20 000 р.,40 000 р.,-,20 000 р.,40 000 р.,322187,такси оплачивается отдельно
,,,5 000 р.,7 000 р.,15 000 р.,322143,Контактов в час: неограничено.
,,,3 000 р.,4 000 р.,7 500 р.,323264,
5 000 р.,10 000 р.,25 000 р.,5 000 р.,10 000 р.,25 000 р.,308211,
,,,-,7 000 р.,15 000 р.,224701,
3 000 р.,6 000 р.,-,5 000 р.,10 000 р.,-,321358,Контактов в час: неограничено.
,,,4 000 р.,7 000 р.,12 000 р.,311980,Контактов в час: до 2.+ такси
6 000 р.,12 000 р.,30 000 р.,10 000 р.,15 000 р.,30 000 р.,319473,Контактов в час: неограничено.
5 000 р.,10 000 р.,20 000 р.,,,,322385,Контактов в час: до 2.
,,,3 000 р.,5 000 р.,8 000 р.,314040,Контактов в час: неограничено.
,,,6 000 р.,8 000 р.,15 000 р.,318469,Контактов в час: неограничено.
2 500 р.,5 000 р.,13 000 р.,,,,284129,
3 000 р.,6 000 р.,-,,,,321306,Контактов в час: до 2.Экспресс 2000
2 000 р.,4 000 р.,10 000 р.,,,,319340,Контактов в час: до 2.
2 500 р.,5 000 р.,-,5 000 р.,7 000 р.,15 000 р.,313374,Контактов в час: до 2.
,,,8 000 р.,15 000 р.,,252836,Контактов в час: до 2.
2 500 р.,5 000 р.,10 000 р.,,,,321619,Контактов в час: до 2.
2 000 р.,-,-,-,-,,317769,Контактов в час: до 2.Возможен ас без кл 3000 Час ВСЕ ВКЛЮЧЕНО 5000!!!
2 500 р.,5 000 р.,15 000 р.,,,,323522,Контактов в час: до 2.
3 500 р.,7 000 р.,-,,,,324516,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,7 000 р.,10 000 р.,25 000 р.,323084,Контактов в час: до 2.
4 000 р.,8 000 р.,20 000 р.,-,10 000 р.,20 000 р.,314749,
5 000 р.,10 000 р.,-,,,,323175,"Дорогие мужчины, все вопросы по поводу количества контактов и дополнительных услуг обговариваются заранее по телефону, во избежание непонятных ситуаций)"
4 000 р.,8 000 р.,-,,,,277533,Контактов в час: до 2.Встречи индивидуальны только Ты и Я.
3 000 р.,6 000 р.,10 000 р.,-,6 000 р.,10 000 р.,139446,Выезжаю в гости-оплата такси за ваш счёт. до 17-00 спецпредложение- попка в подарок!)
10 000 р.,20 000 р.,60 000 р.,20 000 р.,20 000 р.,60 000 р.,324315,Контактов в час: до 2.
6 000 р.,12 000 р.,24 000 р.,-,12 000 р.,24 000 р.,323314,Контактов в час: неограничено.
,,,10 000 р.,25 000 р.,,315769,Контактов в час: 1.
4 000 р.,7 000 р.,18 000 р.,4 000 р.,7 000 р.,18 000 р.,319339,Контактов в час: неограничено.
1 500 р.,3 000 р.,6 000 р.,,,,307146,
5 000 р.,10 000 р.,30 000 р.,15 000 р.,20 000 р.,40 000 р.,118775,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,15 000 р.,27 000 р.,,322270,Контактов в час: неограничено.
,,,12 000 р.,25 000 р.,,294906,Контактов в час: неограничено.
11 000 р.,22 000 р.,60 000 р.,-,22 000 р.,60 000 р.,325063,Контактов в час: неограничено.
10 000 р.,20 000 р.,45 000 р.,22 000 р.,50 000 р.,,324138,Контактов в час: до 2.На связи с 13 дня до 3 ночи
5 000 р.,10 000 р.,-,10 000 р.,15 000 р.,50 000 р.,249072,Контактов в час: до 2.
3 500 р.,7 000 р.,-,,,,272958,Контактов в час: неограничено.
6 000 р.,12 000 р.,25 000 р.,,,,324073,
6 000 р.,12 000 р.,25 000 р.,7 000 р.,12 000 р.,25 000 р.,309056,Контактов в час: неограничено.
,,,3 500 р.,4 500 р.,8 000 р.,308215,
6 000 р.,12 000 р.,65 000 р.,8 000 р.,15 000 р.,76 000 р.,325108,Контактов в час: неограничено.
,,,-,10 000 р.,20 000 р.,321057,
3 000 р.,6 000 р.,12 000 р.,-,8 000 р.,16 000 р.,316063,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,3 500 р.,7 000 р.,15 000 р.,266119,Контактов в час: до 2.
,,,3 500 р.,6 500 р.,12 500 р.,324987,
10 000 р.,15 000 р.,50 000 р.,-,20 000 р.,50 000 р.,281218,Контактов в час: неограничено.
5 000 р.,12 000 р.,35 000 р.,15 000 р.,40 000 р.,,288330,Выезд в Подмосковье оговаривается отдельно. После 23. 00 двойной тариф
4 000 р.,8 000 р.,20 000 р.,-,8 000 р.,20 000 р.,124373,Контактов в час: до 2.
,,,2 000 р.,4 000 р.,12 000 р.,282455,Контактов в час: неограничено.
3 000 р.,6 000 р.,12 000 р.,6 000 р.,6 000 р.,15 000 р.,301525,
4 000 р.,8 000 р.,20 000 р.,-,10 000 р.,-,324974,
4 000 р.,8 000 р.,-,-,10 000 р.,-,197901,Контактов в час: неограничено.ВЫЕЗД ОТ 2-Х ЧАСОВ
,,,3 500 р.,5 000 р.,8 000 р.,316371,Контактов в час: до 2.
3 000 р.,6 000 р.,12 000 р.,6 000 р.,12 000 р.,,263709,-
30 000 р.,50 000 р.,100 000 р.,60 000 р.,100 000 р.,,308431,-
5 000 р.,-,-,-,15 000 р.,-,320645,Контактов в час: до 2.
10 000 р.,15 000 р.,40 000 р.,15 000 р.,40 000 р.,,310086,Контактов в час: неограничено.От 2-х часов Мбр и проф массаж включены в стоимость!
4 000 р.,8 000 р.,-,,,,322905,Контактов в час: неограничено.ИМЕЮ ЧЁРНЫЙ ПОЯС ПО ГЛУБОКОМУ МИНЕТУ
12 000 р.,24 000 р.,70 000 р.,25 000 р.,70 000 р.,,305245,15 000 р.
5 000 р.,10 000 р.,25 000 р.,-,14 000 р.,30 000 р.,308722,Контактов в час: неограничено.
1 500 р.,3 000 р.,10 000 р.,,,,318898,
5 000 р.,-,-,-,15 000 р.,-,307118,Контактов в час: до 2.
2 500 р.,5 000 р.,15 000 р.,-,8 000 р.,20 000 р.,312628,Контактов в час: до 2.
5 000 р.,10 000 р.,40 000 р.,-,15 000 р.,40 000 р.,313966,"Контактов в час: неограничено.в стоимость часа включены все указанные в анкете услуги. Если вы хотите что то большее, думаю можно обсудить. Секс без презерватива не возможен. Я берегу свое здоровье и для себя и для вас)) выезд только по предоплате 5000 на телефон или карту. При всём уважении Но господа потратившие мое время на ожидание и продинамившие, попадут по мне только оплатив неустойку. И на нужно думать что Москва большая, найду другую. Практика показывает, что земля круглая и вы рано или поздно приедите ко мне. Поэтому уважайте и меня и себя и Не динамьте."
3 000 р.,6 000 р.,12 000 р.,,,,138739,
1 500 р.,3 000 р.,9 500 р.,,,,224394,Контактов в час: до 2.ЭКСПРЕСС-1000 !!!
5 000 р.,10 000 р.,25 000 р.,,,,309161,Контактов в час: неограничено.
5 000 р.,10 000 р.,20 000 р.,15 000 р.,-,,299072,-
,,,3 500 р.,5 000 р.,12 000 р.,306795,Контактов в час: неограничено.
3 000 р.,6 000 р.,16 500 р.,,,,228985,
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,292994,
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,313247,Контактов в час: до 2.
2 500 р.,5 000 р.,15 000 р.,,,,323491,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,,,,313917,Контактов в час: 1.Допы по договорённости.
